Unique_ID,Taxa,Ecosystem,x_gm,y_gm,Reference,Group,Lat,Lon,Year,Plot_name,Notes
524,Broadleaf,Subtropical mixed evergreen-deciduous broadleaved forest,838,1367,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,27.7,99.7,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 101. Index from Michaletz 2014: 813
525,Broadleaf,Subtropical evergreen broadleaved forest,436,633,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.35,105.83,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 51. Index from Michaletz 2014: 860
526,Broadleaf,Subtropical evergreen broadleaved forest,363,670,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.58,108.05,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 912
527,Broadleaf,Subtropical evergreen broadleaved forest,335,684,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.55,107.04,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 36. Index from Michaletz 2014: 908
528,Broadleaf,Subtropical evergreen broadleaved forest,465,720,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.4,107.99,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 901
529,Broadleaf,Subtropical evergreen broadleaved forest,357,736,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.37,108.14,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 900
530,Broadleaf,Subtropical evergreen broadleaved forest,448,776,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.37,108.06,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 899
531,Broadleaf,Subtropical evergreen broadleaved forest,361,793,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.35,106.03,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 935
532,Broadleaf,Subtropical evergreen broadleaved forest,382,817,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.3,107.87,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 897
533,Broadleaf,Subtropical evergreen broadleaved forest,465,829,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.52,108.14,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 907
534,Broadleaf,Subtropical evergreen broadleaved forest,375,848,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.97,110.28,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 29. Index from Michaletz 2014: 842
535,Broadleaf,Subtropical evergreen broadleaved forest,334,876,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.57,106.48,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 944
536,Broadleaf,Subtropical evergreen broadleaved forest,399,882,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.43,106.07,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 938
537,Broadleaf,Subtropical evergreen broadleaved forest,422,912,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.53,106.2,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 35. Index from Michaletz 2014: 861
538,Broadleaf,Subtropical evergreen broadleaved forest,594,918,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.52,107.98,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 879
539,Broadleaf,Subtropical evergreen broadleaved forest,534,925,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.68,108.14,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 38. Index from Michaletz 2014: 947
540,Broadleaf,Subtropical evergreen broadleaved forest,421,927,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.3,108.48,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 957
541,Broadleaf,Subtropical evergreen broadleaved forest,366,932,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.55,107.92,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 910
542,Broadleaf,Subtropical evergreen broadleaved forest,515,952,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.43,108.14,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 904
543,Broadleaf,Subtropical evergreen broadleaved forest,340,968,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.4,108.02,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 902
544,Broadleaf,Subtropical evergreen broadleaved forest,491,970,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.98,108.32,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 955
545,Broadleaf,Subtropical evergreen broadleaved forest,499,985,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.62,108.29,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 865
546,Broadleaf,Subtropical evergreen broadleaved forest,514,1016,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.4,106.03,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 41. Index from Michaletz 2014: 936
547,Broadleaf,Subtropical evergreen broadleaved forest,687,1063,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,24.52,106.4,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 53. Index from Michaletz 2014: 848
548,Broadleaf,Subtropical evergreen broadleaved forest,411,1066,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.45,108.55,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 875
549,Broadleaf,Subtropical evergreen broadleaved forest,706,1067,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.32,105.87,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 70. Index from Michaletz 2014: 858
550,Broadleaf,Subtropical evergreen broadleaved forest,555,1102,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.43,107.67,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 903
551,Broadleaf,Subtropical evergreen broadleaved forest,907,1122,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.78,110.12,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60. Index from Michaletz 2014: 978
552,Broadleaf,Subtropical evergreen broadleaved forest,565,1128,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.52,108.1,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 906
553,Broadleaf,Subtropical evergreen broadleaved forest,452,1131,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.2,109.28,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 889
554,Broadleaf,Subtropical evergreen broadleaved forest,531,1137,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.58,108.09,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 38. Index from Michaletz 2014: 913
555,Broadleaf,Subtropical evergreen broadleaved forest,542,1151,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.07,106.24,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 929
556,Broadleaf,Subtropical evergreen broadleaved forest,747,1200,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.53,106.24,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 70. Index from Michaletz 2014: 941
557,Broadleaf,Subtropical evergreen broadleaved forest,425,1205,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.95,108.96,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 886
558,Broadleaf,Subtropical evergreen broadleaved forest,649,1216,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.21,107.95,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 893
559,Broadleaf,Subtropical evergreen broadleaved forest,478,1228,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.97,108.19,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 31. Index from Michaletz 2014: 948
560,Broadleaf,Subtropical evergreen broadleaved forest,673,1232,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.47,107.79,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 905
561,Broadleaf,Subtropical evergreen broadleaved forest,802,1234,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.08,108.6,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 70. Index from Michaletz 2014: 956
562,Broadleaf,Subtropical evergreen broadleaved forest,484,1260,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,30.25,120.17,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 35. Index from Michaletz 2014: 1050
563,Broadleaf,Subtropical evergreen broadleaved forest,758,1268,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.45,101.19,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 85. Index from Michaletz 2014: 1032
564,Broadleaf,Subtropical evergreen broadleaved forest,701,1280,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.21,107.91,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 892
565,Broadleaf,Subtropical evergreen broadleaved forest,507,1286,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.4,106.07,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 31. Index from Michaletz 2014: 937
566,Broadleaf,Subtropical evergreen broadleaved forest,517,1306,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.08,109.4,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 888
567,Broadleaf,Subtropical evergreen broadleaved forest,759,1316,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.21,107.99,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 55. Index from Michaletz 2014: 894
568,Broadleaf,Subtropical evergreen broadleaved forest,436,1317,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,27.13,107.67,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 23. Index from Michaletz 2014: 933
569,Broadleaf,Subtropical evergreen broadleaved forest,620,1326,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.33,107.91,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 898
570,Broadleaf,Subtropical evergreen broadleaved forest,468,1336,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.95,108.92,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 26. Index from Michaletz 2014: 885
571,Broadleaf,Subtropical evergreen broadleaved forest,669,1337,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.2,107.97,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 866
572,Broadleaf,Subtropical evergreen broadleaved forest,637,1361,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.25,108.43,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 32. Index from Michaletz 2014: 946
573,Broadleaf,Subtropical evergreen broadleaved forest,944,1433,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.35,113.64,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 64. Index from Michaletz 2014: 998
574,Broadleaf,Subtropical evergreen broadleaved forest,481,1438,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.27,107.93,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 22. Index from Michaletz 2014: 868
575,Broadleaf,Subtropical evergreen broadleaved forest,718,1450,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.3,107.97,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 869
576,Broadleaf,Subtropical evergreen broadleaved forest,933,1456,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.8,116.3,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 814
577,Broadleaf,Subtropical evergreen broadleaved forest,427,1467,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.9,108.53,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 954
578,Broadleaf,Subtropical evergreen broadleaved forest,765,1467,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.25,107.99,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 896
579,Broadleaf,Subtropical evergreen broadleaved forest,667,1481,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.65,106.16,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 862
580,Broadleaf,Subtropical evergreen broadleaved forest,823,1491,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,24.45,106.34,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 44. Index from Michaletz 2014: 847
581,Broadleaf,Subtropical evergreen broadleaved forest,916,1493,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.7,110.6,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60. Index from Michaletz 2014: 982
582,Broadleaf,Subtropical evergreen broadleaved forest,975,1519,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.02,107.93,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 920
583,Broadleaf,Subtropical evergreen broadleaved forest,454,1520,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.75,108.05,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 917
584,Broadleaf,Subtropical evergreen broadleaved forest,585,1520,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.02,108.12,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 918
585,Broadleaf,Subtropical evergreen broadleaved forest,932,1522,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,28.8,103.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 53. Index from Michaletz 2014: 1012
586,Broadleaf,Subtropical evergreen broadleaved forest,612,1540,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.77,108.13,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 953
587,Broadleaf,Subtropical evergreen broadleaved forest,519,1541,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,24.23,104.41,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 24. Index from Michaletz 2014: 849
588,Broadleaf,Subtropical evergreen broadleaved forest,1025,1542,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,26.25,113.36,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 65. Index from Michaletz 2014: 989
589,Broadleaf,Subtropical evergreen broadleaved forest,432,1554,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,24.58,104.68,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 850
590,Broadleaf,Subtropical evergreen broadleaved forest,770,1562,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.55,107.88,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 909
591,Broadleaf,Subtropical evergreen broadleaved forest,623,1565,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Broadleaf,25.5,108.45,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 863
